metric,measure,year,location,cause,val,upper,lower,,,,,,
Rate,Deaths,1984,Bolivarian Republic of Venezuela,Conflict and terrorism,0.012288080049192308,0.013512893144976865,0.011174780108545014,,,,,,
Rate,Deaths,1997,Bolivarian Republic of Venezuela,Interpersonal violence,18.68285784,19.244932874712926,18.10712925090249,,,,,,
Rate,Deaths,1989,Bolivarian Republic of Venezuela,Interpersonal violence,14.020876686982088,14.658395125512639,13.366548447177475,,,,,,
Rate,Deaths,1995,Bolivarian Republic of Venezuela,Interpersonal violence,20.182050305653817,21.856140911869502,18.63405691357454,,,,,,
Rate,Deaths,1998,Bolivarian Republic of Venezuela,Interpersonal violence,20.569054370203112,21.170227920496025,19.955341304028934,,,,,,
Rate,Deaths,2000,Bolivarian Republic of Venezuela,Interpersonal violence,29.967126675731866,30.641580821616174,29.28692387515471,,,,,,
Rate,Deaths,1987,Bolivarian Republic of Venezuela,Police conflict and executions,0.4145526518548335,0.8229044943179782,0.2206050733241226,,,,,,
Rate,Deaths,1987,Bolivarian Republic of Venezuela,Conflict and terrorism,0.32579165931517234,0.3582649089383171,0.29627493794560383,,,,,,
Rate,Deaths,1988,Bolivarian Republic of Venezuela,Police conflict and executions,0.4083186892116721,0.8146465028316323,0.2185089707373775,,,,,,
Rate,Deaths,1990,Bolivarian Republic of Venezuela,Police conflict and executions,0.43930002271637936,0.8385509425470122,0.24858294763310465,,,,,,
Rate,Deaths,1990,Bolivarian Republic of Venezuela,Conflict and terrorism,0.34029422586339697,0.3402942258633958,0.3402942258633958,,,,,,
Rate,Deaths,1999,Bolivarian Republic of Venezuela,Interpersonal violence,24.13804646422048,24.848511077609285,23.513183875449155,,,,,,
Rate,Deaths,1988,Bolivarian Republic of Venezuela,Conflict and terrorism,0.507851551,0.558471602,0.46184020527968456,,,,,,
Rate,Deaths,2003,Bolivarian Republic of Venezuela,Interpersonal violence,41.23241522082941,42.09992851553061,40.43427555127983,,,,,,
Rate,Deaths,2001,Bolivarian Republic of Venezuela,Interpersonal violence,33.21614742682795,33.955788160568495,32.506606433335364,,,,,,
Rate,Deaths,2004,Bolivarian Republic of Venezuela,Interpersonal violence,38.92077552733342,39.72492615025484,38.17790811039805,,,,,,
Rate,Deaths,1992,Bolivarian Republic of Venezuela,Police conflict and executions,0.4885173705477206,0.7904033241463214,0.2867884688970472,,,,,,
Rate,Deaths,1991,Bolivarian Republic of Venezuela,Police conflict and executions,0.4599119096318791,0.8097635258873722,0.26064974255637063,,,,,,
Rate,Deaths,1992,Bolivarian Republic of Venezuela,Conflict and terrorism,1.1658490338033782,1.419634503771022,0.952020811,,,,,,
Rate,Deaths,1989,Bolivarian Republic of Venezuela,Police conflict and executions,0.42562510887529276,0.8241130824391301,0.2329642245794177,,,,,,
Rate,Deaths,1991,Bolivarian Republic of Venezuela,Conflict and terrorism,0.39965617244760854,0.4235932387775549,0.37730443254868823,,,,,,
Rate,Deaths,1989,Bolivarian Republic of Venezuela,Conflict and terrorism,0.9206380338233098,1.012402533711822,0.8372282363358251,,,,,,
Rate,Deaths,2005,Bolivarian Republic of Venezuela,Interpersonal violence,39.54438668,40.35656464808271,38.734562845896846,,,,,,
Rate,Deaths,1994,Bolivarian Republic of Venezuela,Police conflict and executions,0.5216315020642841,0.7478794852386176,0.339981078,,,,,,
Rate,Deaths,1994,Bolivarian Republic of Venezuela,Conflict and terrorism,1.1342111918239155,1.247263573934876,1.0314516681648846,,,,,,
Rate,Deaths,2006,Bolivarian Republic of Venezuela,Interpersonal violence,43.08233597441364,43.85762686819298,42.18983788819244,,,,,,
Rate,Deaths,1997,Bolivarian Republic of Venezuela,Police conflict and executions,0.6177987990627949,0.8055547881523047,0.45220522237562616,,,,,,
Rate,Deaths,1997,Bolivarian Republic of Venezuela,Conflict and terrorism,0.027303474,0.028637347,0.02604843,,,,,,
Rate,Deaths,1995,Bolivarian Republic of Venezuela,Police conflict and executions,0.5730896902760959,0.817998766,0.38176639416436164,,,,,,
Rate,Deaths,1995,Bolivarian Republic of Venezuela,Conflict and terrorism,0.17081215893764645,0.17448263945973663,0.16729193521239347,,,,,,
Rate,Deaths,2007,Bolivarian Republic of Venezuela,Interpersonal violence,47.246784033393524,48.22964460805285,46.33475024187597,,,,,,
Rate,Deaths,2008,Bolivarian Republic of Venezuela,Interpersonal violence,51.04757241040742,52.11065913484646,50.04419135,,,,,,
Rate,Deaths,1998,Bolivarian Republic of Venezuela,Police conflict and executions,0.7463324171443392,0.9558159580556581,0.5678678310763127,,,,,,
Rate,Deaths,1998,Bolivarian Republic of Venezuela,Conflict and terrorism,0.044597122,0.044597122,0.044597122,,,,,,
Rate,Deaths,2009,Bolivarian Republic of Venezuela,Interpersonal violence,52.89680634457517,53.94960393209789,51.881365831218986,,,,,,
Rate,Deaths,2010,Bolivarian Republic of Venezuela,Interpersonal violence,49.98043280746278,50.996528737399494,48.929243472333894,,,,,,
Rate,Deaths,2000,Bolivarian Republic of Venezuela,Police conflict and executions,1.0528676790350062,1.3356111402759414,0.8075411944767237,,,,,,
Rate,Deaths,2000,Bolivarian Republic of Venezuela,Conflict and terrorism,0.1074467327349245,0.10744673273492591,0.10744673273492591,,,,,,
Rate,Deaths,2003,Bolivarian Republic of Venezuela,Police conflict and executions,1.3485530654345914,1.7206972321043128,1.0337879751866696,,,,,,
Rate,Deaths,2003,Bolivarian Republic of Venezuela,Conflict and terrorism,0.10175060361505543,0.10367799422867961,0.099898787,,,,,,
Rate,Deaths,2011,Bolivarian Republic of Venezuela,Interpersonal violence,49.916954995504454,51.06252872873176,48.79490796945067,,,,,,
Rate,Deaths,2012,Bolivarian Republic of Venezuela,Interpersonal violence,53.08909638746311,54.319232931098284,51.822874817511696,,,,,,
Rate,Deaths,1999,Bolivarian Republic of Venezuela,Police conflict and executions,0.8756970890014395,1.1078651592832929,0.6755403574975344,,,,,,
Rate,Deaths,1999,Bolivarian Republic of Venezuela,Conflict and terrorism,0.11379188876163568,0.11379188876163589,0.11379188876163589,,,,,,
Rate,Deaths,2013,Bolivarian Republic of Venezuela,Interpersonal violence,50.53925243,51.80686727854003,49.23928927216923,,,,,,
Rate,Deaths,2001,Bolivarian Republic of Venezuela,Police conflict and executions,1.2055687895493872,1.5505668851819467,0.9254146819642586,,,,,,
Rate,Deaths,2001,Bolivarian Republic of Venezuela,Conflict and terrorism,0.11395184412086277,0.11395184412086277,0.11395184412086277,,,,,,
Rate,Deaths,2014,Bolivarian Republic of Venezuela,Interpersonal violence,50.987142381599405,52.272818247519695,49.75926397627786,,,,,,
Rate,Deaths,2004,Bolivarian Republic of Venezuela,Police conflict and executions,1.1409225410513033,1.4904239389091751,0.8588895473573517,,,,,,
Rate,Deaths,2004,Bolivarian Republic of Venezuela,Conflict and terrorism,0.12376864820733638,0.14958050759405453,0.1018970656762761,,,,,,
Rate,Deaths,2015,Bolivarian Republic of Venezuela,Interpersonal violence,52.32234576488295,53.69946423783667,50.77868242,,,,,,
Rate,Deaths,2006,Bolivarian Republic of Venezuela,Police conflict and executions,0.7059821790205821,0.9294911322933085,0.5205385800753447,,,,,,
Rate,Deaths,2006,Bolivarian Republic of Venezuela,Conflict and terrorism,0.084542371,0.084542371,0.084542371,,,,,,
Rate,Deaths,2005,Bolivarian Republic of Venezuela,Police conflict and executions,0.8931180993604458,1.1762337460903423,0.6676535618967822,,,,,,
Rate,Deaths,2005,Bolivarian Republic of Venezuela,Conflict and terrorism,0.11746315569555646,0.14529758619701183,0.094287755,,,,,,
Rate,Deaths,2016,Bolivarian Republic of Venezuela,Interpersonal violence,59.73733540296237,61.53196761952271,57.966946075917626,,,,,,
Rate,Deaths,2008,Bolivarian Republic of Venezuela,Police conflict and executions,0.582980837,0.7597269670420105,0.43470521550614705,,,,,,
Rate,Deaths,2008,Bolivarian Republic of Venezuela,Conflict and terrorism,0.003713059,0.004083158,0.003376656,,,,,,
Rate,Deaths,2018,Bolivarian Republic of Venezuela,Interpersonal violence,50.8616236,57.254619391541816,44.786801659652554,,,,,,
Rate,Deaths,2007,Bolivarian Republic of Venezuela,Police conflict and executions,0.638724257,0.832273486,0.47854246891175095,,,,,,
Rate,Deaths,2007,Bolivarian Republic of Venezuela,Conflict and terrorism,0.003775233,0.004151529,0.003433197,,,,,,
Rate,Deaths,2017,Bolivarian Republic of Venezuela,Interpersonal violence,54.65853960057625,56.482332020605156,52.79888379072984,,,,,,
Rate,Deaths,2009,Bolivarian Republic of Venezuela,Police conflict and executions,0.5510411550868235,0.7227250812314382,0.41230689210844357,,,,,,
Rate,Deaths,2009,Bolivarian Republic of Venezuela,Conflict and terrorism,0.036545376391221296,0.040188032966955896,0.033234366,,,,,,
Rate,Deaths,2021,Bolivarian Republic of Venezuela,Interpersonal violence,46.51078961396523,57.10920375072685,36.357085269312215,,,,,,
Rate,Deaths,2019,Bolivarian Republic of Venezuela,Interpersonal violence,48.54591991803531,57.94840445351013,39.97246151106286,,,,,,
Rate,Deaths,2010,Bolivarian Republic of Venezuela,Police conflict and executions,0.4814545948447725,0.640504203,0.36067915529690175,,,,,,
Rate,Deaths,2010,Bolivarian Republic of Venezuela,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,2011,Bolivarian Republic of Venezuela,Police conflict and executions,0.4170291357205167,0.5502132740058487,0.3094782221929666,,,,,,
Rate,Deaths,2013,Bolivarian Republic of Venezuela,Police conflict and executions,0.3568568220243726,0.512738936,0.2515092856456002,,,,,,
Rate,Deaths,2013,Bolivarian Republic of Venezuela,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,2011,Bolivarian Republic of Venezuela,Conflict and terrorism,0.003542756,0.003542756,0.003542756,,,,,,
Rate,Deaths,2012,Bolivarian Republic of Venezuela,Police conflict and executions,0.3933629687548562,0.5376789946452794,0.283973605,,,,,,
Rate,Deaths,2012,Bolivarian Republic of Venezuela,Conflict and terrorism,0,0,0,,,,,,
Rate,Deaths,1996,Bolivarian Republic of Venezuela,Interpersonal violence,19.88996861366008,20.54349425,19.250804938408333,,,,,,
Rate,Deaths,2015,Bolivarian Republic of Venezuela,Police conflict and executions,0.3059170515317411,0.4682812353628775,0.19576528793888348,,,,,,
Rate,Deaths,2015,Bolivarian Republic of Venezuela,Conflict and terrorism,0.003337696,0.003670381,0.003035301,,,,,,
Rate,Deaths,2002,Bolivarian Republic of Venezuela,Interpersonal violence,36.52234441567896,37.26090836062793,35.77554019489561,,,,,,
Rate,Deaths,2014,Bolivarian Republic of Venezuela,Police conflict and executions,0.30031034178395544,0.44337851752350954,0.20220150807383036,,,,,,
Rate,Deaths,2014,Bolivarian Republic of Venezuela,Conflict and terrorism,0.003386447,0.003723991,0.003079635,,,,,,
Rate,Deaths,1993,Bolivarian Republic of Venezuela,Interpersonal violence,19.941930848268477,20.646614650181863,19.168118467153597,,,,,,
Rate,Deaths,2020,Bolivarian Republic of Venezuela,Interpersonal violence,47.04604948464039,58.39371149,37.42163114843852,,,,,,
Rate,Deaths,2018,Bolivarian Republic of Venezuela,Police conflict and executions,0.25569940533120245,0.4534786417189376,0.13914751090729108,,,,,,
Rate,Deaths,2018,Bolivarian Republic of Venezuela,Conflict and terrorism,0.5207625832854932,0.5726695393965573,0.47358149797825855,,,,,,
Rate,Deaths,2016,Bolivarian Republic of Venezuela,Police conflict and executions,0.3364794342976152,0.5454683840308695,0.20870406225495933,,,,,,
Rate,Deaths,2016,Bolivarian Republic of Venezuela,Conflict and terrorism,0.046065173,0.048974653,0.043354462485968234,,,,,,
Rate,Deaths,2019,Bolivarian Republic of Venezuela,Police conflict and executions,0.2309023561446996,0.43520660932324967,0.12261030540340002,,,,,,
Rate,Deaths,2019,Bolivarian Republic of Venezuela,Conflict and terrorism,0.1203570274777807,0.12836683162827178,0.1129117221540091,,,,,,
Rate,Deaths,2017,Bolivarian Republic of Venezuela,Police conflict and executions,0.29191394513077545,0.49170614675790036,0.1668866826679224,,,,,,
Rate,Deaths,2017,Bolivarian Republic of Venezuela,Conflict and terrorism,0.078262734,0.079838568,0.076749965,,,,,,
Rate,Deaths,1996,Bolivarian Republic of Venezuela,Police conflict and executions,0.5982989643730863,0.8082778929881382,0.42113855028168934,,,,,,
Rate,Deaths,1996,Bolivarian Republic of Venezuela,Conflict and terrorism,0.2137191425588337,0.21957254276756968,0.20812862883933203,,,,,,
Rate,Deaths,2021,Bolivarian Republic of Venezuela,Police conflict and executions,0.20309933440280864,0.38584110441756825,0.10200432255622242,,,,,,
Rate,Deaths,1993,Bolivarian Republic of Venezuela,Police conflict and executions,0.5127014983400614,0.7721224051517832,0.3121248252562725,,,,,,
Rate,Deaths,2021,Bolivarian Republic of Venezuela,Conflict and terrorism,0.15326811,0.15830586621743206,0.14847506171064778,,,,,,
Rate,Deaths,1993,Bolivarian Republic of Venezuela,Conflict and terrorism,0.3914448076669472,0.4304620279965674,0.3559799116540872,,,,,,
Rate,Deaths,2002,Bolivarian Republic of Venezuela,Police conflict and executions,1.2663423800808307,1.6208689117869275,0.9653915627374228,,,,,,
Rate,Deaths,2002,Bolivarian Republic of Venezuela,Conflict and terrorism,0.082907901,0.082907901,0.082907901,,,,,,
Rate,Deaths,2020,Bolivarian Republic of Venezuela,Police conflict and executions,0.21312513567069344,0.40689508089103943,0.1125440334722316,,,,,,
Rate,Deaths,2020,Bolivarian Republic of Venezuela,Conflict and terrorism,0.032852702,0.034250978,0.031531308,,,,,,
Rate,Deaths,1983,Federal Democratic Republic of Ethiopia,Interpersonal violence,17.158900574096073,21.12251918685362,12.892722173965932,,,,,,
Rate,Deaths,1981,Federal Democratic Republic of Ethiopia,Police conflict and executions,0.000287607,0.001386219,9.38581130524808e-05,,,,,,
Rate,Deaths,1981,Federal Democratic Republic of Ethiopia,Interpersonal violence,17.627705286266856,21.74085883443984,13.12752074744683,,,,,,
Rate,Deaths,1983,Federal Democratic Republic of Ethiopia,Police conflict and executions,0.00028347,0.001355986,9.441087570031917e-05,,,,,,
Rate,Deaths,1981,Federal Democratic Republic of Ethiopia,Conflict and terrorism,5.622809403592685,14.438732774919208,1.613951479729456,,,,,,
Rate,Deaths,1983,Federal Democratic Republic of Ethiopia,Conflict and terrorism,6.795133050235811,17.44912404699422,1.950451564242333,,,,,,
Rate,Deaths,1982,Federal Democratic Republic of Ethiopia,Police conflict and executions,0.000285202,0.001229227,9.611947441202196e-05,,,,,,
Rate,Deaths,1982,Federal Democratic Republic of Ethiopia,Conflict and terrorism,4.018578393757996,10.056562582927612,1.2086134016184753,,,,,,
Rate,Deaths,1980,Federal Democratic Republic of Ethiopia,Interpersonal violence,18.06129367731414,22.385387010687204,13.026276216803533,,,,,,
Rate,Deaths,1984,Federal Democratic Republic of Ethiopia,Police conflict and executions,0.000279536,0.001361905,8.950784703491134e-05,,,,,,
Rate,Deaths,1984,Federal Democratic Republic of Ethiopia,Conflict and terrorism,4.227591015476019,10.326293863531935,1.3376967687372217,,,,,,
Rate,Deaths,1986,Federal Democratic Republic of Ethiopia,Police conflict and executions,0.000268949,0.001273706,8.587036970146767e-05,,,,,,
Rate,Deaths,1982,Federal Democratic Republic of Ethiopia,Interpersonal violence,17.423275984924143,21.41148274814353,12.989777782982276,,,,,,
Rate,Deaths,1980,Federal Democratic Republic of Ethiopia,Police conflict and executions,0.000295503,0.001417957,9.778056426214568e-05,,,,,,
Rate,Deaths,1980,Federal Democratic Republic of Ethiopia,Conflict and terrorism,5.7525343966632745,14.771850007384913,1.6511876433410206,,,,,,
Rate,Deaths,1987,Federal Democratic Republic of Ethiopia,Police conflict and executions,0.000261477,0.001227547,8.411082518141809e-05,,,,,,
Rate,Deaths,1990,Federal Democratic Republic of Ethiopia,Police conflict and executions,0.00024547,0.00118343,7.564439328422975e-05,,,,,,
Rate,Deaths,1987,Federal Democratic Republic of Ethiopia,Conflict and terrorism,3.9285372239628846,10.08803822213121,1.1276329197168473,,,,,,
Rate,Deaths,1990,Federal Democratic Republic of Ethiopia,Conflict and terrorism,98.62432122,98.62754626758232,98.62118072918922,,,,,,
Rate,Deaths,1985,Federal Democratic Republic of Ethiopia,Police conflict and executions,0.000274513,0.001322228,9.038778713784635e-05,,,,,,
Rate,Deaths,1986,Federal Democratic Republic of Ethiopia,Conflict and terrorism,2.4007724046297687,5.943039895,0.7365111220359487,,,,,,
Rate,Deaths,1988,Federal Democratic Republic of Ethiopia,Police conflict and executions,0.000256611,0.001252597,8.06603200192614e-05,,,,,,
Rate,Deaths,1989,Federal Democratic Republic of Ethiopia,Police conflict and executions,0.000247228,0.001191653,7.599921584379801e-05,,,,,,
Rate,Deaths,1985,Federal Democratic Republic of Ethiopia,Conflict and terrorism,3.6121781120741474,9.275659593343955,1.0368272392735056,,,,,,
Rate,Deaths,1989,Federal Democratic Republic of Ethiopia,Conflict and terrorism,52.10793268793072,52.489363708227884,51.74147121037854,,,,,,
Rate,Deaths,1984,Federal Democratic Republic of Ethiopia,Interpersonal violence,16.852426530181624,20.584263398343786,12.345806092450273,,,,,,
Rate,Deaths,1991,Federal Democratic Republic of Ethiopia,Police conflict and executions,0.000239255,0.001212561,7.184350029559454e-05,,,,,,
Rate,Deaths,1988,Federal Democratic Republic of Ethiopia,Conflict and terrorism,3.221011311559008,8.271193072240573,0.9245470340846257,,,,,,
Rate,Deaths,1991,Federal Democratic Republic of Ethiopia,Conflict and terrorism,23.597580875267965,24.353523743165038,23.018410396507974,,,,,,
Rate,Deaths,1986,Federal Democratic Republic of Ethiopia,Interpersonal violence,16.38838494690697,19.71273546,12.466001461777104,,,,,,
Rate,Deaths,1992,Federal Democratic Republic of Ethiopia,Police conflict and executions,0.000234462,0.001191858,6.826138996141697e-05,,,,,,
Rate,Deaths,1992,Federal Democratic Republic of Ethiopia,Conflict and terrorism,1.474617332946531,2.508724460859863,0.9500587569976937,,,,,,
Rate,Deaths,1995,Federal Democratic Republic of Ethiopia,Police conflict and executions,0.000219154,0.001177115,5.814717782852534e-05,,,,,,
Rate,Deaths,1985,Federal Democratic Republic of Ethiopia,Interpersonal violence,16.632088229853757,20.06365962639363,12.287850984887028,,,,,,
Rate,Deaths,1994,Federal Democratic Republic of Ethiopia,Police conflict and executions,0.000222679,0.001159074,6.121888619896496e-05,,,,,,
Rate,Deaths,1999,Federal Democratic Republic of Ethiopia,Police conflict and executions,0.003010499,0.003789939,0.002646032,,,,,,
Rate,Deaths,1999,Federal Democratic Republic of Ethiopia,Conflict and terrorism,50.29001313548205,262.63612834279553,2.6626142853841155,,,,,,
Rate,Deaths,1988,Federal Democratic Republic of Ethiopia,Interpersonal violence,15.780404402555636,18.9652907,12.190493022742634,,,,,,
Rate,Deaths,1997,Federal Democratic Republic of Ethiopia,Police conflict and executions,0.014314558,0.015891747498905484,0.012972083354883635,,,,,,
Rate,Deaths,1998,Federal Democratic Republic of Ethiopia,Police conflict and executions,0.000198228,0.001083703,4.8287987703932796e-05,,,,,,
Rate,Deaths,1995,Federal Democratic Republic of Ethiopia,Conflict and terrorism,0.7292949525970197,2.546769205580676,0.1433012009298865,,,,,,
Rate,Deaths,1990,Federal Democratic Republic of Ethiopia,Interpersonal violence,15.464806146202209,18.231501325763748,11.96920515317711,,,,,,
Rate,Deaths,1987,Federal Democratic Republic of Ethiopia,Interpersonal violence,16.09110332656616,19.21294454753871,12.225068390397242,,,,,,
Rate,Deaths,1997,Federal Democratic Republic of Ethiopia,Conflict and terrorism,0.2157230903275048,0.23625673485964538,0.1970114011980341,,,,,,
Rate,Deaths,1994,Federal Democratic Republic of Ethiopia,Conflict and terrorism,0.8202805929259565,2.738759935556791,0.21608611168922628,,,,,,
Rate,Deaths,1998,Federal Democratic Republic of Ethiopia,Conflict and terrorism,0.7606001354712106,0.8877240191799595,0.6597843439335745,,,,,,
Rate,Deaths,2000,Federal Democratic Republic of Ethiopia,Police conflict and executions,0.001644628,0.002420863,0.001396086,,,,,,
Rate,Deaths,1989,Federal Democratic Republic of Ethiopia,Interpersonal violence,15.436035331721426,18.324426752272718,12.311146860165032,,,,,,
Rate,Deaths,2000,Federal Democratic Republic of Ethiopia,Conflict and terrorism,69.53591015883985,135.55652370920305,51.92739036307073,,,,,,
Rate,Deaths,2001,Federal Democratic Republic of Ethiopia,Police conflict and executions,0.1295528954949912,0.14252066953498688,0.11787395648173662,,,,,,
Rate,Deaths,2001,Federal Democratic Republic of Ethiopia,Conflict and terrorism,0.14187071533633314,0.1695775120324275,0.11929025042080513,,,,,,
Rate,Deaths,2003,Federal Democratic Republic of Ethiopia,Police conflict and executions,0.002902382,0.003672193,0.002557478,,,,,,
Rate,Deaths,2003,Federal Democratic Republic of Ethiopia,Conflict and terrorism,1.1007255603997312,1.2980541858757708,0.9710018615771994,,,,,,
Rate,Deaths,1991,Federal Democratic Republic of Ethiopia,Interpersonal violence,15.557697245710777,18.27525337700158,12.474057163152537,,,,,,
Rate,Deaths,2004,Federal Democratic Republic of Ethiopia,Police conflict and executions,0.006855333,0.007694113,0.006167159,,,,,,
Rate,Deaths,2004,Federal Democratic Republic of Ethiopia,Conflict and terrorism,0.8329094214392543,1.3090851422260985,0.574596606,,,,,,
Rate,Deaths,2005,Federal Democratic Republic of Ethiopia,Police conflict and executions,0.12331750232757639,0.1356713454506826,0.11216659178977018,,,,,,
Rate,Deaths,2005,Federal Democratic Republic of Ethiopia,Conflict and terrorism,0.3187807387075573,0.46633774116042287,0.24631155908201016,,,,,,
Rate,Deaths,2006,Federal Democratic Republic of Ethiopia,Police conflict and executions,0.009997668,0.011139174369725087,0.009048168,,,,,,
Rate,Deaths,2006,Federal Democratic Republic of Ethiopia,Conflict and terrorism,0.28830182727918896,0.8468922745244385,0.10378693817914411,,,,,,
Rate,Deaths,1995,Federal Democratic Republic of Ethiopia,Interpersonal violence,16.049799440385215,18.32101367097256,13.586953120857713,,,,,,
Rate,Deaths,2007,Federal Democratic Republic of Ethiopia,Police conflict and executions,0.003869955,0.004572537,0.003449854,,,,,,
Rate,Deaths,2007,Federal Democratic Republic of Ethiopia,Conflict and terrorism,0.9013518523994556,1.4401368697924621,0.697453744,,,,,,
Rate,Deaths,1992,Federal Democratic Republic of Ethiopia,Interpersonal violence,16.518753091339683,19.07617843632178,13.714627630872148,,,,,,
Rate,Deaths,1994,Federal Democratic Republic of Ethiopia,Interpersonal violence,14.516912263701201,17.04353318307979,12.099733668558246,,,,,,
Rate,Deaths,2008,Federal Democratic Republic of Ethiopia,Police conflict and executions,0.032053966446068546,0.035438258197022704,0.029116877291298845,,,,,,
Rate,Deaths,2008,Federal Democratic Republic of Ethiopia,Conflict and terrorism,1.0353392464997075,3.986064524891596,0.1586161736652437,,,,,,
Rate,Deaths,1997,Federal Democratic Republic of Ethiopia,Interpersonal violence,13.580860756235927,15.559040342567762,11.568400632004614,,,,,,
Rate,Deaths,1998,Federal Democratic Republic of Ethiopia,Interpersonal violence,14.316116259124763,16.515021624922017,12.185529599367705,,,,,,
Rate,Deaths,2009,Federal Democratic Republic of Ethiopia,Police conflict and executions,0.00254242,0.003215929,0.002239848,,,,,,
Rate,Deaths,2009,Federal Democratic Republic of Ethiopia,Conflict and terrorism,1.5450709309288415,1.7167465168410536,1.3903778798632287,,,,,,
Rate,Deaths,2000,Federal Democratic Republic of Ethiopia,Interpersonal violence,12.683911306897796,14.364520379812454,11.04463696842409,,,,,,
Rate,Deaths,2010,Federal Democratic Republic of Ethiopia,Police conflict and executions,0.009531064,0.010626651912506314,0.008628857,,,,,,
Rate,Deaths,2010,Federal Democratic Republic of Ethiopia,Conflict and terrorism,0.6722094880024907,0.8132259922257821,0.5631904224114245,,,,,,
Rate,Deaths,1999,Federal Democratic Republic of Ethiopia,Interpersonal violence,12.592163924514619,14.251578882780626,10.961265413977534,,,,,,
Rate,Deaths,2011,Federal Democratic Republic of Ethiopia,Police conflict and executions,0.004726966,0.005402622,0.004239067,,,,,,
Rate,Deaths,2011,Federal Democratic Republic of Ethiopia,Conflict and terrorism,0.23271135012527303,0.2746352541381121,0.19766742198042825,,,,,,
Rate,Deaths,2012,Federal Democratic Republic of Ethiopia,Police conflict and executions,0.024811292,0.027441111182870744,0.022521535473983667,,,,,,
Rate,Deaths,2012,Federal Democratic Republic of Ethiopia,Conflict and terrorism,0.4566495687989145,0.4979470080970133,0.4189363596102151,,,,,,
