Entity,Code,Year,Fertility rate - Sex: all - Age: all - Variant: estimates,Fertility rate - Sex: all - Age: all - Variant: medium
Namibia,NAM,1993,4.905,
Namibia,NAM,1994,4.676,
Namibia,NAM,1995,4.417,
Namibia,NAM,1996,4.201,
Namibia,NAM,1997,4.166,
Namibia,NAM,1998,4.176,
Namibia,NAM,1999,4.138,
Namibia,NAM,2000,3.991,
Namibia,NAM,2001,3.827,
Namibia,NAM,2002,3.693,
Namibia,NAM,2003,3.58,
Namibia,NAM,2004,3.545,
Namibia,NAM,2005,3.571,
Namibia,NAM,2006,3.601,
Namibia,NAM,2007,3.608,
Namibia,NAM,2008,3.616,
Namibia,NAM,2009,3.633,
Namibia,NAM,2010,3.657,
Namibia,NAM,2011,3.658,
Namibia,NAM,2012,3.676,
Namibia,NAM,2013,3.653,
Namibia,NAM,2014,3.635,
Namibia,NAM,2015,3.604,
Namibia,NAM,2016,3.574,
Namibia,NAM,2017,3.511,
Namibia,NAM,2018,3.462,
Namibia,NAM,2019,3.404,
Namibia,NAM,2020,3.349,
Namibia,NAM,2021,3.303,
Namibia,NAM,2022,3.248,
Namibia,NAM,2023,3.212,
Namibia,NAM,2024,,3.211
Namibia,NAM,2025,,3.168
Namibia,NAM,2026,,3.13
Namibia,NAM,2027,,3.093
Namibia,NAM,2028,,3.055
Namibia,NAM,2029,,3.016
Namibia,NAM,2030,,2.977
Namibia,NAM,2031,,2.943
Namibia,NAM,2032,,2.907
Namibia,NAM,2033,,2.875
Namibia,NAM,2034,,2.841
Namibia,NAM,2035,,2.808
Namibia,NAM,2036,,2.777
Namibia,NAM,2037,,2.746
Namibia,NAM,2038,,2.715
Namibia,NAM,2039,,2.683
Namibia,NAM,2040,,2.655
Namibia,NAM,2041,,2.627
Namibia,NAM,2042,,2.605
Namibia,NAM,2043,,2.578
Namibia,NAM,2044,,2.555
Namibia,NAM,2045,,2.533
Namibia,NAM,2046,,2.511
Namibia,NAM,2047,,2.488
Namibia,NAM,2048,,2.466
Namibia,NAM,2049,,2.445
Namibia,NAM,2050,,2.426
Namibia,NAM,2051,,2.408
Namibia,NAM,2052,,2.391
Namibia,NAM,2053,,2.375
Namibia,NAM,2054,,2.358
Namibia,NAM,2055,,2.34
Namibia,NAM,2056,,2.327
Namibia,NAM,2057,,2.311
Namibia,NAM,2058,,2.29
Namibia,NAM,2059,,2.274
Namibia,NAM,2060,,2.259
Namibia,NAM,2061,,2.245
Namibia,NAM,2062,,2.232
Namibia,NAM,2063,,2.217
Namibia,NAM,2064,,2.205
Namibia,NAM,2065,,2.193
Namibia,NAM,2066,,2.179
Namibia,NAM,2067,,2.168
Namibia,NAM,2068,,2.157
Namibia,NAM,2069,,2.143
Namibia,NAM,2070,,2.131
Namibia,NAM,2071,,2.119
Namibia,NAM,2072,,2.11
Namibia,NAM,2073,,2.103
Namibia,NAM,2074,,2.097
Namibia,NAM,2075,,2.089
Namibia,NAM,2076,,2.077
Namibia,NAM,2077,,2.067
Namibia,NAM,2078,,2.059
Namibia,NAM,2079,,2.052
Namibia,NAM,2080,,2.043
Namibia,NAM,2081,,2.032
Namibia,NAM,2082,,2.024
Namibia,NAM,2083,,2.015
Namibia,NAM,2084,,2.006
Namibia,NAM,2085,,2
Namibia,NAM,2086,,1.995
Namibia,NAM,2087,,1.987
Namibia,NAM,2088,,1.98
Namibia,NAM,2089,,1.97
Namibia,NAM,2090,,1.966
Namibia,NAM,2091,,1.962
Namibia,NAM,2092,,1.955
Namibia,NAM,2093,,1.946
Namibia,NAM,2094,,1.938
Namibia,NAM,2095,,1.932
Namibia,NAM,2096,,1.928
Namibia,NAM,2097,,1.924
Namibia,NAM,2098,,1.92
Namibia,NAM,2099,,1.915
Namibia,NAM,2100,,1.91
Nauru,NRU,1950,4.601,
Nauru,NRU,1951,4.639,
Nauru,NRU,1952,4.705,
Nauru,NRU,1953,4.79,
Nauru,NRU,1954,4.882,
Nauru,NRU,1955,4.956,
Nauru,NRU,1956,5.026,
Nauru,NRU,1957,5.09,
Nauru,NRU,1958,5.17,
Nauru,NRU,1959,5.273,
Nauru,NRU,1960,5.337,
Nauru,NRU,1961,5.376,
Nauru,NRU,1962,5.423,
Nauru,NRU,1963,5.441,
Nauru,NRU,1964,5.473,
Nauru,NRU,1965,5.476,
Nauru,NRU,1966,5.412,
Nauru,NRU,1967,5.294,
Nauru,NRU,1968,5.139,
Nauru,NRU,1969,4.942,
Nauru,NRU,1970,4.74,
Nauru,NRU,1971,4.541,
Nauru,NRU,1972,4.355,
Nauru,NRU,1973,4.192,
Nauru,NRU,1974,4.067,
Nauru,NRU,1975,3.972,
Nauru,NRU,1976,3.899,
Nauru,NRU,1977,3.858,
Nauru,NRU,1978,3.843,
Nauru,NRU,1979,3.847,
Nauru,NRU,1980,3.878,
Nauru,NRU,1981,3.935,
Nauru,NRU,1982,3.993,
Nauru,NRU,1983,4.056,
Nauru,NRU,1984,4.108,
Nauru,NRU,1985,4.144,
Nauru,NRU,1986,4.149,
Nauru,NRU,1987,4.143,
Nauru,NRU,1988,4.114,
Nauru,NRU,1989,4.068,
Nauru,NRU,1990,4.02,
Nauru,NRU,1991,3.991,
Nauru,NRU,1992,3.952,
Nauru,NRU,1993,3.887,
Nauru,NRU,1994,3.837,
Nauru,NRU,1995,3.808,
Nauru,NRU,1996,3.775,
Nauru,NRU,1997,3.738,
Nauru,NRU,1998,3.683,
Nauru,NRU,1999,3.636,
Nauru,NRU,2000,3.543,
Nauru,NRU,2001,3.461,
Nauru,NRU,2002,3.4,
Nauru,NRU,2003,3.388,
Nauru,NRU,2004,3.378,
Nauru,NRU,2005,3.377,
Nauru,NRU,2006,3.4,
Nauru,NRU,2007,3.504,
Nauru,NRU,2008,3.665,
Nauru,NRU,2009,3.847,
Nauru,NRU,2010,4.019,
Nauru,NRU,2011,4.117,
Nauru,NRU,2012,4.115,
Nauru,NRU,2013,4.098,
Nauru,NRU,2014,4.085,
Nauru,NRU,2015,4.075,
Nauru,NRU,2016,4.027,
Nauru,NRU,2017,3.879,
Nauru,NRU,2018,3.683,
Nauru,NRU,2019,3.531,
Nauru,NRU,2020,3.466,
Nauru,NRU,2021,3.425,
Nauru,NRU,2022,3.379,
Nauru,NRU,2023,3.331,
Nauru,NRU,2024,,3.29
Nauru,NRU,2025,,3.248
Nauru,NRU,2026,,3.205
Nauru,NRU,2027,,3.161
Nauru,NRU,2028,,3.121
Nauru,NRU,2029,,3.085
Nauru,NRU,2030,,3.048
Nauru,NRU,2031,,3.014
Nauru,NRU,2032,,2.982
Nauru,NRU,2033,,2.949
Nauru,NRU,2034,,2.919
Nauru,NRU,2035,,2.89
Nauru,NRU,2036,,2.86
Nauru,NRU,2037,,2.832
Nauru,NRU,2038,,2.802
Nauru,NRU,2039,,2.774
Nauru,NRU,2040,,2.747
Nauru,NRU,2041,,2.724
Nauru,NRU,2042,,2.697
Nauru,NRU,2043,,2.674
Nauru,NRU,2044,,2.651
Nauru,NRU,2045,,2.628
Nauru,NRU,2046,,2.606
Nauru,NRU,2047,,2.584
Nauru,NRU,2048,,2.564
Nauru,NRU,2049,,2.547
Nauru,NRU,2050,,2.53
Nauru,NRU,2051,,2.511
Nauru,NRU,2052,,2.494
Nauru,NRU,2053,,2.476
Nauru,NRU,2054,,2.46
Nauru,NRU,2055,,2.441
Nauru,NRU,2056,,2.425
Nauru,NRU,2057,,2.41
Nauru,NRU,2058,,2.393
Nauru,NRU,2059,,2.377
Nauru,NRU,2060,,2.359
Nauru,NRU,2061,,2.343
Nauru,NRU,2062,,2.327
Nauru,NRU,2063,,2.31
Nauru,NRU,2064,,2.295
Nauru,NRU,2065,,2.282
Nauru,NRU,2066,,2.269
Nauru,NRU,2067,,2.257
Nauru,NRU,2068,,2.247
Nauru,NRU,2069,,2.236
Nauru,NRU,2070,,2.225
Nauru,NRU,2071,,2.212
Nauru,NRU,2072,,2.198
Nauru,NRU,2073,,2.187
Nauru,NRU,2074,,2.178
Nauru,NRU,2075,,2.166
Nauru,NRU,2076,,2.156
Nauru,NRU,2077,,2.146
Nauru,NRU,2078,,2.137
Nauru,NRU,2079,,2.127
Nauru,NRU,2080,,2.12
Nauru,NRU,2081,,2.107
Nauru,NRU,2082,,2.099
Nauru,NRU,2083,,2.09
Nauru,NRU,2084,,2.083
Nauru,NRU,2085,,2.073
Nauru,NRU,2086,,2.063
Nauru,NRU,2087,,2.056
Nauru,NRU,2088,,2.048
Nauru,NRU,2089,,2.04
Nauru,NRU,2090,,2.029
Nauru,NRU,2091,,2.023
Nauru,NRU,2092,,2.02
Nauru,NRU,2093,,2.01
Nauru,NRU,2094,,2.002
Nauru,NRU,2095,,1.996
Nauru,NRU,2096,,1.994
Nauru,NRU,2097,,1.987
Nauru,NRU,2098,,1.98
Nauru,NRU,2099,,1.974
Nauru,NRU,2100,,1.968
New Zealand,NZL,1950,3.552,
New Zealand,NZL,1951,3.602,
New Zealand,NZL,1952,3.668,
New Zealand,NZL,1953,3.655,
New Zealand,NZL,1954,3.778,
New Zealand,NZL,1955,3.88,
New Zealand,NZL,1956,3.979,
New Zealand,NZL,1957,4.031,
New Zealand,NZL,1958,4.11,
New Zealand,NZL,1959,4.179,
New Zealand,NZL,1960,4.241,
New Zealand,NZL,1961,4.306,
New Zealand,NZL,1962,4.159,
New Zealand,NZL,1963,4.046,
New Zealand,NZL,1964,3.776,
New Zealand,NZL,1965,3.537,
New Zealand,NZL,1966,3.42,
New Zealand,NZL,1967,3.35,
New Zealand,NZL,1968,3.335,
New Zealand,NZL,1969,3.273,
New Zealand,NZL,1970,3.168,
New Zealand,NZL,1971,3.18,
New Zealand,NZL,1972,2.998,
New Zealand,NZL,1973,2.738,
New Zealand,NZL,1974,2.574,
New Zealand,NZL,1975,2.357,
New Zealand,NZL,1976,2.27,
New Zealand,NZL,1977,2.213,
New Zealand,NZL,1978,2.077,
New Zealand,NZL,1979,2.113,
New Zealand,NZL,1980,2.032,
New Zealand,NZL,1981,2.011,
New Zealand,NZL,1982,1.947,
New Zealand,NZL,1983,1.92,
New Zealand,NZL,1984,1.928,
New Zealand,NZL,1985,1.93,
New Zealand,NZL,1986,1.96,
New Zealand,NZL,1987,2.029,
New Zealand,NZL,1988,2.098,
New Zealand,NZL,1989,2.121,
New Zealand,NZL,1990,2.167,
New Zealand,NZL,1991,2.092,
New Zealand,NZL,1992,2.06,
New Zealand,NZL,1993,2.038,
New Zealand,NZL,1994,1.982,
New Zealand,NZL,1995,1.979,
New Zealand,NZL,1996,1.961,
New Zealand,NZL,1997,1.956,
New Zealand,NZL,1998,1.895,
New Zealand,NZL,1999,1.966,
New Zealand,NZL,2000,1.977,
New Zealand,NZL,2001,1.964,
New Zealand,NZL,2002,1.892,
New Zealand,NZL,2003,1.929,
New Zealand,NZL,2004,1.976,
New Zealand,NZL,2005,1.961,
New Zealand,NZL,2006,2.01,
New Zealand,NZL,2007,2.169,
New Zealand,NZL,2008,2.187,
New Zealand,NZL,2009,2.133,
New Zealand,NZL,2010,2.165,
New Zealand,NZL,2011,2.096,
New Zealand,NZL,2012,2.087,
New Zealand,NZL,2013,2.004,
New Zealand,NZL,2014,1.925,
New Zealand,NZL,2015,1.982,
New Zealand,NZL,2016,1.876,
New Zealand,NZL,2017,1.811,
New Zealand,NZL,2018,1.719,
New Zealand,NZL,2019,1.717,
New Zealand,NZL,2020,1.63,
New Zealand,NZL,2021,1.647,
New Zealand,NZL,2022,1.665,
New Zealand,NZL,2023,1.667,
New Zealand,NZL,2024,,1.659
New Zealand,NZL,2025,,1.646
New Zealand,NZL,2026,,1.639
New Zealand,NZL,2027,,1.634
New Zealand,NZL,2028,,1.629
New Zealand,NZL,2029,,1.625
New Zealand,NZL,2030,,1.62
New Zealand,NZL,2031,,1.621
New Zealand,NZL,2032,,1.62
New Zealand,NZL,2033,,1.618
New Zealand,NZL,2034,,1.616
New Zealand,NZL,2035,,1.618
New Zealand,NZL,2036,,1.617
New Zealand,NZL,2037,,1.616
New Zealand,NZL,2038,,1.615
New Zealand,NZL,2039,,1.617
New Zealand,NZL,2040,,1.616
New Zealand,NZL,2041,,1.615
New Zealand,NZL,2042,,1.615
New Zealand,NZL,2043,,1.615
New Zealand,NZL,2044,,1.614
New Zealand,NZL,2045,,1.612
New Zealand,NZL,2046,,1.611
New Zealand,NZL,2047,,1.613
New Zealand,NZL,2048,,1.612
New Zealand,NZL,2049,,1.615
New Zealand,NZL,2050,,1.616
New Zealand,NZL,2051,,1.615
New Zealand,NZL,2052,,1.615
New Zealand,NZL,2053,,1.617
New Zealand,NZL,2054,,1.617
New Zealand,NZL,2055,,1.617
New Zealand,NZL,2056,,1.615
New Zealand,NZL,2057,,1.615
New Zealand,NZL,2058,,1.616
New Zealand,NZL,2059,,1.613
New Zealand,NZL,2060,,1.612
New Zealand,NZL,2061,,1.612
New Zealand,NZL,2062,,1.614
New Zealand,NZL,2063,,1.614
New Zealand,NZL,2064,,1.615
New Zealand,NZL,2065,,1.615
New Zealand,NZL,2066,,1.615
New Zealand,NZL,2067,,1.615
New Zealand,NZL,2068,,1.617
New Zealand,NZL,2069,,1.616
New Zealand,NZL,2070,,1.616
New Zealand,NZL,2071,,1.615
New Zealand,NZL,2072,,1.614
New Zealand,NZL,2073,,1.616
New Zealand,NZL,2074,,1.616
New Zealand,NZL,2075,,1.615
New Zealand,NZL,2076,,1.616
New Zealand,NZL,2077,,1.616
New Zealand,NZL,2078,,1.616
New Zealand,NZL,2079,,1.615
New Zealand,NZL,2080,,1.617
New Zealand,NZL,2081,,1.619
New Zealand,NZL,2082,,1.617
New Zealand,NZL,2083,,1.62
New Zealand,NZL,2084,,1.619
New Zealand,NZL,2085,,1.621
New Zealand,NZL,2086,,1.621
New Zealand,NZL,2087,,1.622
New Zealand,NZL,2088,,1.623
New Zealand,NZL,2089,,1.622
New Zealand,NZL,2090,,1.623
New Zealand,NZL,2091,,1.624
New Zealand,NZL,2092,,1.623
New Zealand,NZL,2093,,1.624
New Zealand,NZL,2094,,1.625
New Zealand,NZL,2095,,1.627
New Zealand,NZL,2096,,1.628
New Zealand,NZL,2097,,1.626
New Zealand,NZL,2098,,1.624
New Zealand,NZL,2099,,1.624
New Zealand,NZL,2100,,1.625
Nicaragua,NIC,1950,7.121,
Nicaragua,NIC,1951,7.118,
Nicaragua,NIC,1952,7.096,
Nicaragua,NIC,1953,7.096,
Nicaragua,NIC,1954,7.105,
Nicaragua,NIC,1955,7.123,
Nicaragua,NIC,1956,7.139,
Nicaragua,NIC,1957,7.152,
Nicaragua,NIC,1958,7.159,
Nicaragua,NIC,1959,7.163,
Nicaragua,NIC,1960,7.159,
Nicaragua,NIC,1961,7.112,
Nicaragua,NIC,1962,7.1,
Nicaragua,NIC,1963,7.081,
Nicaragua,NIC,1964,7.064,
Nicaragua,NIC,1965,7.033,
Nicaragua,NIC,1966,6.99,
Nicaragua,NIC,1967,6.94,
Nicaragua,NIC,1968,6.885,
Nicaragua,NIC,1969,6.825,
Nicaragua,NIC,1970,6.773,
Nicaragua,NIC,1971,6.714,
Nicaragua,NIC,1972,6.653,
Nicaragua,NIC,1973,6.586,
Nicaragua,NIC,1974,6.521,
Nicaragua,NIC,1975,6.445,
Nicaragua,NIC,1976,6.366,
Nicaragua,NIC,1977,6.28,
Nicaragua,NIC,1978,6.164,
Nicaragua,NIC,1979,6.069,
Nicaragua,NIC,1980,5.959,
Nicaragua,NIC,1981,5.84,
Nicaragua,NIC,1982,5.737,
Nicaragua,NIC,1983,5.611,
Nicaragua,NIC,1984,5.488,
Nicaragua,NIC,1985,5.359,
Nicaragua,NIC,1986,5.217,
Nicaragua,NIC,1987,5.073,
Nicaragua,NIC,1988,4.931,
Nicaragua,NIC,1989,4.762,
Nicaragua,NIC,1990,4.596,
Nicaragua,NIC,1991,4.432,
Nicaragua,NIC,1992,4.267,
Nicaragua,NIC,1993,4.102,
Nicaragua,NIC,1994,3.937,
Nicaragua,NIC,1995,3.775,
Nicaragua,NIC,1996,3.62,
Nicaragua,NIC,1997,3.473,
Nicaragua,NIC,1998,3.339,
Nicaragua,NIC,1999,3.218,
Nicaragua,NIC,2000,3.12,
Nicaragua,NIC,2001,2.996,
Nicaragua,NIC,2002,2.887,
Nicaragua,NIC,2003,2.827,
Nicaragua,NIC,2004,2.784,
Nicaragua,NIC,2005,2.765,
Nicaragua,NIC,2006,2.733,
Nicaragua,NIC,2007,2.697,
Nicaragua,NIC,2008,2.66,
Nicaragua,NIC,2009,2.626,
Nicaragua,NIC,2010,2.596,
Nicaragua,NIC,2011,2.558,
Nicaragua,NIC,2012,2.527,
Nicaragua,NIC,2013,2.492,
Nicaragua,NIC,2014,2.463,
Nicaragua,NIC,2015,2.434,
Nicaragua,NIC,2016,2.407,
Nicaragua,NIC,2017,2.378,
Nicaragua,NIC,2018,2.347,
Nicaragua,NIC,2019,2.321,
Nicaragua,NIC,2020,2.299,
Nicaragua,NIC,2021,2.265,
Nicaragua,NIC,2022,2.24,
Nicaragua,NIC,2023,2.218,
Nicaragua,NIC,2024,,2.206
Nicaragua,NIC,2025,,2.181
Nicaragua,NIC,2026,,2.158
Nicaragua,NIC,2027,,2.136
Nicaragua,NIC,2028,,2.112
Nicaragua,NIC,2029,,2.09
Nicaragua,NIC,2030,,2.071
Nicaragua,NIC,2031,,2.051
Nicaragua,NIC,2032,,2.036
Nicaragua,NIC,2033,,2.023
Nicaragua,NIC,2034,,2.01
Nicaragua,NIC,2035,,1.998
Nicaragua,NIC,2036,,1.983
Nicaragua,NIC,2037,,1.973
Nicaragua,NIC,2038,,1.96
Nicaragua,NIC,2039,,1.949
Nicaragua,NIC,2040,,1.938
Nicaragua,NIC,2041,,1.928
Nicaragua,NIC,2042,,1.919
Nicaragua,NIC,2043,,1.91
Nicaragua,NIC,2044,,1.901
Nicaragua,NIC,2045,,1.893
Nicaragua,NIC,2046,,1.886
Nicaragua,NIC,2047,,1.879
Nicaragua,NIC,2048,,1.871
Nicaragua,NIC,2049,,1.865
Nicaragua,NIC,2050,,1.858
Nicaragua,NIC,2051,,1.85
Nicaragua,NIC,2052,,1.841
Nicaragua,NIC,2053,,1.833
Nicaragua,NIC,2054,,1.827
Nicaragua,NIC,2055,,1.821
Nicaragua,NIC,2056,,1.817
Nicaragua,NIC,2057,,1.811
Nicaragua,NIC,2058,,1.807
Nicaragua,NIC,2059,,1.802
Nicaragua,NIC,2060,,1.796
Nicaragua,NIC,2061,,1.79
Nicaragua,NIC,2062,,1.786
Nicaragua,NIC,2063,,1.782
Nicaragua,NIC,2064,,1.776
Nicaragua,NIC,2065,,1.774
Nicaragua,NIC,2066,,1.772
Nicaragua,NIC,2067,,1.768
Nicaragua,NIC,2068,,1.765
Nicaragua,NIC,2069,,1.761
Nicaragua,NIC,2070,,1.758
Nicaragua,NIC,2071,,1.754
Nicaragua,NIC,2072,,1.753
Nicaragua,NIC,2073,,1.751
Nicaragua,NIC,2074,,1.749
Nicaragua,NIC,2075,,1.748
Nicaragua,NIC,2076,,1.747
Nicaragua,NIC,2077,,1.746
Nicaragua,NIC,2078,,1.744
Nicaragua,NIC,2079,,1.743
Nicaragua,NIC,2080,,1.74
Nicaragua,NIC,2081,,1.738
Nicaragua,NIC,2082,,1.735
Nicaragua,NIC,2083,,1.735
Nicaragua,NIC,2084,,1.732
Nicaragua,NIC,2085,,1.732
Nicaragua,NIC,2086,,1.732
Nicaragua,NIC,2087,,1.728
Nicaragua,NIC,2088,,1.726
Nicaragua,NIC,2089,,1.725
Nicaragua,NIC,2090,,1.725
Nicaragua,NIC,2091,,1.724
Nicaragua,NIC,2092,,1.723
Nicaragua,NIC,2093,,1.722
Nicaragua,NIC,2094,,1.723
Nicaragua,NIC,2095,,1.723
Nicaragua,NIC,2096,,1.722
Nicaragua,NIC,2097,,1.722
Nicaragua,NIC,2098,,1.722
Nicaragua,NIC,2099,,1.72
Nicaragua,NIC,2100,,1.718
Niger,NER,1950,7.559,
Niger,NER,1951,7.558,
Niger,NER,1952,7.56,
Niger,NER,1953,7.552,
Niger,NER,1954,7.554,
Niger,NER,1955,7.551,
Niger,NER,1956,7.542,
Niger,NER,1957,7.542,
Niger,NER,1958,7.542,
Niger,NER,1959,7.528,
Niger,NER,1960,7.53,
Niger,NER,1961,7.512,
Niger,NER,1962,7.501,
Niger,NER,1963,7.489,
Niger,NER,1964,7.48,
Niger,NER,1965,7.466,
Niger,NER,1966,7.481,
Niger,NER,1967,7.49,
Niger,NER,1968,7.497,
Niger,NER,1969,7.506,
Niger,NER,1970,7.514,
Niger,NER,1971,7.518,
Niger,NER,1972,7.523,
Niger,NER,1973,7.529,
Niger,NER,1974,7.539,
Niger,NER,1975,7.539,
Niger,NER,1976,7.563,
Niger,NER,1977,7.595,
Niger,NER,1978,7.662,
Niger,NER,1979,7.722,
Niger,NER,1980,7.782,
Niger,NER,1981,7.822,
Niger,NER,1982,7.862,
Niger,NER,1983,7.902,
Niger,NER,1984,7.921,
Niger,NER,1985,7.932,
Niger,NER,1986,7.904,
Niger,NER,1987,7.871,
Niger,NER,1988,7.841,
Niger,NER,1989,7.818,
Niger,NER,1990,7.806,
Niger,NER,1991,7.798,
Niger,NER,1992,7.795,
Niger,NER,1993,7.79,
Niger,NER,1994,7.786,
Niger,NER,1995,7.776,
Niger,NER,1996,7.78,
Niger,NER,1997,7.802,
Niger,NER,1998,7.84,
Niger,NER,1999,7.84,
Niger,NER,2000,7.829,
Niger,NER,2001,7.81,
Niger,NER,2002,7.797,
Niger,NER,2003,7.789,
Niger,NER,2004,7.777,
Niger,NER,2005,7.769,
Niger,NER,2006,7.744,
Niger,NER,2007,7.726,
Niger,NER,2008,7.702,
Niger,NER,2009,7.679,
Niger,NER,2010,7.64,
Niger,NER,2011,7.592,
Niger,NER,2012,7.527,
Niger,NER,2013,7.445,
Niger,NER,2014,7.342,
Niger,NER,2015,7.215,
Niger,NER,2016,7.043,
Niger,NER,2017,6.874,
Niger,NER,2018,6.706,
Niger,NER,2019,6.537,
Niger,NER,2020,6.369,
Niger,NER,2021,6.2,
Niger,NER,2022,6.135,
Niger,NER,2023,6.061,
Niger,NER,2024,,5.935
Niger,NER,2025,,5.786
Niger,NER,2026,,5.644
Niger,NER,2027,,5.494
Niger,NER,2028,,5.348
Niger,NER,2029,,5.218
Niger,NER,2030,,5.081
Niger,NER,2031,,4.934
Niger,NER,2032,,4.804
Niger,NER,2033,,4.692
Niger,NER,2034,,4.552
Niger,NER,2035,,4.443
Niger,NER,2036,,4.324
Niger,NER,2037,,4.212
Niger,NER,2038,,4.102
Niger,NER,2039,,4.003
Niger,NER,2040,,3.913
Niger,NER,2041,,3.822
Niger,NER,2042,,3.742
Niger,NER,2043,,3.664
Niger,NER,2044,,3.594
Niger,NER,2045,,3.527
Niger,NER,2046,,3.457
Niger,NER,2047,,3.393
Niger,NER,2048,,3.335
Niger,NER,2049,,3.278
Niger,NER,2050,,3.223
Niger,NER,2051,,3.174
Niger,NER,2052,,3.124
Niger,NER,2053,,3.076
Niger,NER,2054,,3.028
Niger,NER,2055,,2.979
Niger,NER,2056,,2.933
Niger,NER,2057,,2.892
Niger,NER,2058,,2.85
Niger,NER,2059,,2.811
Niger,NER,2060,,2.774
Niger,NER,2061,,2.739
Niger,NER,2062,,2.704
Niger,NER,2063,,2.672
Niger,NER,2064,,2.641
Niger,NER,2065,,2.608
Niger,NER,2066,,2.581
Niger,NER,2067,,2.551
Niger,NER,2068,,2.522
Niger,NER,2069,,2.497
Niger,NER,2070,,2.47
Niger,NER,2071,,2.443
Niger,NER,2072,,2.421
Niger,NER,2073,,2.399
Niger,NER,2074,,2.376
Niger,NER,2075,,2.356
Niger,NER,2076,,2.334
Niger,NER,2077,,2.314
Niger,NER,2078,,2.293
Niger,NER,2079,,2.275
Niger,NER,2080,,2.259
Niger,NER,2081,,2.241
Niger,NER,2082,,2.225
Niger,NER,2083,,2.208
Niger,NER,2084,,2.19
Niger,NER,2085,,2.174
Niger,NER,2086,,2.158
Niger,NER,2087,,2.144
Niger,NER,2088,,2.13
Niger,NER,2089,,2.118
Niger,NER,2090,,2.109
Niger,NER,2091,,2.098
Niger,NER,2092,,2.089
Niger,NER,2093,,2.077
Niger,NER,2094,,2.065
Niger,NER,2095,,2.056
Niger,NER,2096,,2.045
Niger,NER,2097,,2.034
Niger,NER,2098,,2.024
Niger,NER,2099,,2.017
Niger,NER,2100,,2.009
Norway,NOR,1950,2.523,
Norway,NOR,1951,2.469,
Norway,NOR,1952,2.578,
Norway,NOR,1953,2.637,
Norway,NOR,1954,2.671,
Norway,NOR,1955,2.758,
Norway,NOR,1956,2.829,
Norway,NOR,1957,2.824,
Norway,NOR,1958,2.865,
Norway,NOR,1959,2.882,
Norway,NOR,1960,2.847,
Norway,NOR,1961,2.915,
Norway,NOR,1962,2.894,
Norway,NOR,1963,2.905,
Norway,NOR,1964,2.962,
Norway,NOR,1965,2.925,
Norway,NOR,1966,2.891,
Norway,NOR,1967,2.786,
Norway,NOR,1968,2.751,
Norway,NOR,1969,2.697,
Norway,NOR,1970,2.512,
Norway,NOR,1971,2.494,
Norway,NOR,1972,2.39,
Norway,NOR,1973,2.234,
Norway,NOR,1974,2.134,
Norway,NOR,1975,1.986,
Norway,NOR,1976,1.867,
Norway,NOR,1977,1.759,
Norway,NOR,1978,1.771,
Norway,NOR,1979,1.751,
Norway,NOR,1980,1.722,
Norway,NOR,1981,1.701,
Norway,NOR,1982,1.706,
Norway,NOR,1983,1.656,
Norway,NOR,1984,1.657,
Norway,NOR,1985,1.675,
Norway,NOR,1986,1.707,
Norway,NOR,1987,1.744,
Norway,NOR,1988,1.841,
Norway,NOR,1989,1.887,
Norway,NOR,1990,1.932,
Norway,NOR,1991,1.92,
Norway,NOR,1992,1.888,
Norway,NOR,1993,1.865,
Norway,NOR,1994,1.869,
Norway,NOR,1995,1.873,
Norway,NOR,1996,1.892,
Norway,NOR,1997,1.86,
Norway,NOR,1998,1.82,
Norway,NOR,1999,1.849,
Norway,NOR,2000,1.854,
Norway,NOR,2001,1.788,
Norway,NOR,2002,1.757,
Norway,NOR,2003,1.798,
Norway,NOR,2004,1.828,
Norway,NOR,2005,1.835,
Norway,NOR,2006,1.899,
Norway,NOR,2007,1.897,
Norway,NOR,2008,1.951,
Norway,NOR,2009,1.974,
Norway,NOR,2010,1.941,
Norway,NOR,2011,1.876,
Norway,NOR,2012,1.847,
Norway,NOR,2013,1.779,
Norway,NOR,2014,1.754,
Norway,NOR,2015,1.728,
Norway,NOR,2016,1.705,
Norway,NOR,2017,1.624,
Norway,NOR,2018,1.566,
Norway,NOR,2019,1.533,
Norway,NOR,2020,1.482,
Norway,NOR,2021,1.56,
Norway,NOR,2022,1.415,
Norway,NOR,2023,1.405,
Norway,NOR,2024,,1.41
Norway,NOR,2025,,1.415
Norway,NOR,2026,,1.418
Norway,NOR,2027,,1.422
Norway,NOR,2028,,1.427
Norway,NOR,2029,,1.431
Norway,NOR,2030,,1.436
Norway,NOR,2031,,1.439
Norway,NOR,2032,,1.443
Norway,NOR,2033,,1.447
Norway,NOR,2034,,1.452
Norway,NOR,2035,,1.454
Norway,NOR,2036,,1.459
Norway,NOR,2037,,1.464
Norway,NOR,2038,,1.466
Norway,NOR,2039,,1.469
Norway,NOR,2040,,1.473
Norway,NOR,2041,,1.477
Norway,NOR,2042,,1.48
Norway,NOR,2043,,1.48
Norway,NOR,2044,,1.482
Norway,NOR,2045,,1.484
Norway,NOR,2046,,1.487
Norway,NOR,2047,,1.489
Norway,NOR,2048,,1.494
Norway,NOR,2049,,1.496
Norway,NOR,2050,,1.499
Norway,NOR,2051,,1.501
Norway,NOR,2052,,1.502
Norway,NOR,2053,,1.506
Norway,NOR,2054,,1.507
